,Tweet,Textlabel,sentiment,Category
177,guy douglas mackey 28 went middlebury son lobbyist scott mackey life manhattan 'he nazi hug,neutral,0.0,non bullying
178,whoa whoa whoa don\'t call guy want execute million people nazi,neutral,0.0,non bullying
179,hitler enact gun ban nazi germany 'in fact opposite 'how,neutral,0.0,non bullying
180,2018 white supremacist amp white supremacist sympathizer represent republican ballot arizona illinois,neutral,0.0,non bullying
181,rakitic bossing kroos 2 time season god know long apparently lucho turning overhyp,neutral,0.0,non bullying
182,theellenshow .kamalaharris well time boycott show sponsor 'it bite everyone need held,neutral,0.0,non bullying
183,.why grammar nazi 'if one thing take pride education,neutral,0.0,non bullying
184,.hitler nazi youth 'israel hilltop youth..,neutral,0.0,non bullying
185,ricky vaughn reached million people normalizing fringe idea cited one influential figure,neutral,0.0,non bullying
186,hmmmmmm let review group violently suppresses free speech fit rhetoric 'riots ca,neutral,0.0,non bullying
187,realjameswoods obama support nazi,neutral,0.0,non bullying
188,million normy\ say hmmm don\'t look like nazi boogy men 'these,neutral,0.0,non bullying
189,pentagon gave 70 million porton uk last decade chemical amp biological weapon project '122,neutral,0.0,non bullying
190,internet biggest nazi website facing financial meltdown stormfront daily stormer day might,neutral,0.0,non bullying
191,fxck expel russian year ago 'and grandfather nazi something tried hide 'russian,neutral,0.0,non bullying
192,fbi raid home connected crazed nazi larper jordan jereb man claimed parkland shooter nikolas cruz trained,neutral,0.0,non bullying
193,george soros trying eradicate israel identity 'george soros also member nazi youth 'now,neutral,0.0,non bullying
194,family skeleton closet 'we nazi flag attic..,neutral,0.0,non bullying
195,jew nazi-occupied czechoslovakia ordered assemble synagogue census 'in fact germa,neutral,0.0,non bullying
196,senmajldr worried hope hold senate either way lyin ryan,neutral,0.0,non bullying
197,sent snap asscheek facing mirror bathroom nude like finally..,neutral,0.0,non bullying
198,im comparing williamson ingraham eriksson mlk dixie chick 'if believe,neutral,0.0,non bullying
199,.fuck yeah snowing april 'my train car smell like vagrant piss 'johnny hagans gone need,neutral,0.0,non bullying
200,.moodys investor service moody assigns initial aa3 rating russell county public library district ky series,neutral,0.0,non bullying
201,ky wonder support oder since putting anthro soon removed tix cause care money ky,neutral,0.0,non bullying
202,.you know people think know everything try input say yea disregard ky,neutral,0.0,non bullying
203,snitch ky,neutral,0.0,non bullying
204,ky childhood playing rock,neutral,0.0,non bullying
205,.honestly assed photography ky,neutral,0.0,non bullying
206,boot hitting clitty euphoric close 'll get physical contact everyone meet glasgow,neutral,0.0,non bullying
207,.anyone uk phone help accept total loser pay keep awake make mo,neutral,0.0,non bullying
208,realdonaldtrump said mexico nothing stop stream immigrant 'now .potus donthecon story,neutral,0.0,non bullying
209,teamkhabib group people throwing chair bike rack regardless,neutral,0.0,non bullying
210,khabib 20 russian travel alone 'these tra,neutral,0.0,non bullying
211,.the girl quoting man never leave house wearing girl tweet man ca,neutral,0.0,non bullying
212,could even get england give permission pussy cat 'd say constituent annan shafted jo,neutral,0.0,non bullying
213,.why everyone pussy situation 'mcgregor threw something window detona,neutral,0.0,non bullying
214,iwan numerous cast member also said asshole outside 'guess ju,neutral,0.0,non bullying
215,'ve reread thread began hope come understand dis,neutral,0.0,non bullying
216,.not resting bitch face,neutral,0.0,non bullying
217,hell 'what justice loya godhra tadipar amit shah 'suhel,neutral,0.0,non bullying
218,.hillaryclinton make feel like bigger person insult others think probably b,neutral,0.0,non bullying
219,ever call poppy bitch mario,neutral,0.0,non bullying
220,khabib crew try jump .thenotoriousmma guy .rushammermma yesterday 'conor grab 20 buddy jump,neutral,0.0,non bullying
221,short nigger like yall man,neutral,0.0,non bullying
222,boyfriend phone died texted homeboy phone let know tell goodnight 'his,neutral,0.0,non bullying
223,defend someone saying nigger racist go hell,neutral,0.0,non bullying
224,nigger got as whipped kurt angle,neutral,0.0,non bullying
225,stack 'm bitch stripper pole brick nigger whip,neutral,0.0,non bullying
226,punch nigger,neutral,0.0,non bullying
227,.i got problem u man need u man see u man around white bitch,neutral,0.0,non bullying
228,feel rdj blackface tropic thunder honorary nigger 'he everyone thinking blac,neutral,0.0,non bullying
229,.what u throw nigger 3310 volvo 745 'both indestructible,neutral,0.0,non bullying
230,.imagine say side nigger,neutral,0.0,non bullying
231,.bgbiskite .edubesq .jollygood.fella .thedopestdavid .theroot white lawyer think called,neutral,0.0,non bullying
232,..5ile nigger,neutral,0.0,non bullying
233,.record beat nigger,neutral,0.0,non bullying
234,.well predicted happened amp got called fag,neutral,0.0,non bullying
235,.fattydaddy7 flashback august 1989 hamburg germany hooker pull shirt head hockey fight,neutral,0.0,non bullying
236,..wingsscotland white paper revolving door gave window could possible also g,neutral,0.0,non bullying
237,.what sissy massage ..like dream retweet want tgirl tranny transgender sissy fag,neutral,0.0,non bullying
238,..bbcpointswest well shut pouring tub coco fag hanging mouth dread think ot,neutral,0.0,non bullying
239,thought still id 'd aroace worried bc someone us,neutral,0.0,non bullying
240,fag break girl got girl got see '.brightond,neutral,0.0,non bullying
241,.lunch gym amp even fag today amp kirsty done her..,neutral,0.0,non bullying
242,realdonaldtrump need know another po brown like yo,neutral,0.0,non bullying
243,big difference libtard leftist/liberal 'if viewpoint opposes mine,neutral,0.0,non bullying
244,assuming looking different answer committ,neutral,0.0,non bullying
245,different opinion 'you think ignorant libtard,neutral,0.0,non bullying
246,quit limiting account without explanation 'you censoring justification,neutral,0.0,non bullying
247,think someone called someone f word libtard ahole sh,neutral,0.0,non bullying
248,'re traitor country hope trump sends troop,neutral,0.0,non bullying
249,spin attempt salvaging elsction hope anything else,neutral,0.0,non bullying
250,girl nastiest skank bitch 've ever met 'do trust 'she fugly slut,neutral,0.0,non bullying
251,fugly po,neutral,0.0,non bullying
252,oh know 'that guy dick 'people nashville pissed ole boy since fugly,neutral,0.0,non bullying
253,gawd.. lisa fugly,neutral,0.0,non bullying
254,fugly,neutral,0.0,non bullying
255,.fuck bitch keep picture fugly ashley wilkes want vomit,neutral,0.0,non bullying
256,uhhh fugly,neutral,0.0,non bullying
257,.what weather like india muslim personal law board fugly maulanas..,neutral,0.0,non bullying
258,fugly pelican,neutral,0.0,non bullying
259,bitch fugly smoking dope like junky \u0001f92a,neutral,0.0,non bullying
260,gone fight see,neutral,0.0,non bullying
261,quote tweet dumbass,neutral,0.0,non bullying
262,dumbass unreal man,neutral,0.0,non bullying
263,called tomb raider dumbass..,neutral,0.0,non bullying
264,..dloesch human homo sapians 'could rather specimen dumbass bitcheness,neutral,0.0,non bullying
265,.such dumbass bitch,neutral,0.0,non bullying
266,hence thats say next five day dumbass,neutral,0.0,non bullying
267,.dumbass dodie..,neutral,0.0,non bullying
268,threat dumbass,neutral,0.0,non bullying
269,.hey 'this guy smell like canadian joke dumbass snowflake,neutral,0.0,non bullying
270,check date dumbass,neutral,0.0,non bullying
271,used r word trying tell im uneducated im wheezing leave dumbass im argument,neutral,0.0,non bullying
272,height dumbass,neutral,0.0,non bullying
273,doubt bloke life britain.. guess make prejudice cunt,neutral,0.0,non bullying
274,.fascism based petty bourgeois class prejudice directed working class filth class petty bourgeois,neutral,0.0,non bullying
275,attorney brandon teena murderer iq low execute,neutral,0.0,non bullying
276,low iq someone help muslim ever race..,neutral,0.0,non bullying
277,realdonaldtrump judge stench low iq dildo mouth..,neutral,0.0,non bullying
278,another low iq trumpster,neutral,0.0,non bullying
279,bet white veiled one low iq slut convert..,neutral,0.0,non bullying
280,maxine water ultimate low iq collection tfnoriginal via .youtube,neutral,0.0,non bullying
281,.because number low iq chap even country peddling trash 'without fact building another fa,neutral,0.0,non bullying
282,1 low-iq-arabists trying smear racist minority don\'t identify w/arabism clueless +not ar,neutral,0.0,non bullying
283,.kamalaharris loser 'hey kamala related low iq maxine,neutral,0.0,non bullying
284,low iq part trigger,neutral,0.0,non bullying
285,come comment low iq people claiming know trump knew..,neutral,0.0,non bullying
286,lol low iq moron running mouth 'probably comment demonstrates wishful thinking butt,neutral,0.0,non bullying
287,jones redneck geriatric low iq audience like yer abo 'he give want hear..,neutral,0.0,non bullying
288,.realdonaldtrump ca complain drug obvious influence mind alteri,neutral,0.0,non bullying
289,kid creep next feel pain 'male feminism 2.0..,neutral,0.0,non bullying
290,yes 'we exclude male trans feminism female reproductive sex class 'fe,neutral,0.0,non bullying
291,jimmykimmel flotus yeah worship goatfucker 'god 'we supposed,neutral,0.0,non bullying
292,possible response given fitinorfuckoff f-off 'll pay airfare one goatfucker,neutral,0.0,non bullying
293,opinion goatfucker..,neutral,0.0,non bullying
294,possible response given fitinorfuckoff f-off 'll pay airfare one goatfucker,neutral,0.0,non bullying
295,go prove 'm lying goatfucker,neutral,0.0,non bullying
296,chutiya ur nation kept terror list shame goatfucker..,neutral,0.0,non bullying
297,also muslim 'what goatfucker,neutral,0.0,non bullying
298,.everyday call .disruptivesigna whore goatfucker bitch etc.. nobody get suspended 'but every tim,neutral,0.0,non bullying
299,know lookin like goatfucker,neutral,0.0,non bullying
300,one noisy goatfucker ghost..,neutral,0.0,non bullying
301,well done goatfucker..,neutral,0.0,non bullying
302,get mention goatfucker..,neutral,0.0,non bullying
303,working towering righteous rage snotty kid feel goatfucker 'coming on..,neutral,0.0,non bullying
304,erick goatfucker,neutral,0.0,non bullying
305,shush 'be quiet goatfucker..,neutral,0.0,non bullying
306,foff goatfucker,neutral,0.0,non bullying
307,bitch even know spell tap correctly 'don act like grammar nazi 'stick regular nazi 'ht,neutral,0.0,non bullying
308,see parallel administration nazi germany reading tea leaf '.votevets .mad,neutral,0.0,non bullying
309,one published argument hang richard spencer would\ 've hired nazi constitutionally,neutral,0.0,non bullying
310,privileged white kid vermont mainstream republican parent went gamergater full-on nazi 'tell,neutral,0.0,non bullying
311,retweet think .mrpatriarch12 nazi..,neutral,0.0,non bullying
312,probably nazi,neutral,0.0,non bullying
313,.you whittle bitch,neutral,0.0,non bullying
314,bitch made nigger,neutral,0.0,non bullying
315,.realdonaldtrump one lying son bitch 'it would one thing could lie lie well,neutral,0.0,non bullying
316,ky fag ur jealous,neutral,0.0,non bullying
317,ky faggot,neutral,0.0,non bullying
318,ky x,neutral,0.0,non bullying
319,ky faggot,neutral,0.0,non bullying
320,ky option,neutral,0.0,non bullying
321,ky cuck,neutral,0.0,non bullying
322,stfu ky,neutral,0.0,non bullying
323,want attension nobody 'pussy,neutral,0.0,non bullying
324,man mouse 'stop begging act pussy,neutral,0.0,non bullying
325,hello jodi baby may photo pussy,neutral,0.0,non bullying
326,gangster pussy,neutral,0.0,non bullying
327,joseph.liberal realdonaldtrump guess forgot grab em pus,neutral,0.0,non bullying
328,realjameswoods oh god pussy pick current archaeolo,neutral,0.0,non bullying
329,pussy,neutral,0.0,non bullying
330,pussy fan anymore douche 'you ashamed man,neutral,0.0,non bullying
331,president trump dems promised 50 year nothing ..you asshole,neutral,0.0,non bullying
332,theellenshow .kamalaharris ellen almost big asshole harris is..,neutral,0.0,non bullying
333,another loony 'but respect asshole owner newcastle let hope get rid howev,neutral,0.0,non bullying
334,realdonaldtrump asshole,neutral,0.0,non bullying
335,davidhogg111 .gaepol sir asshole,neutral,0.0,non bullying
336,gaining asshole,neutral,0.0,non bullying
337,..jimmykimmel asshole,neutral,0.0,non bullying
338,correct prove intolerant douche bag asshole,neutral,0.0,non bullying
339,well also pranking bit bitch time thought,neutral,0.0,non bullying
340,fan 'time get twitter sideline 'realdonaldtrump incompet,neutral,0.0,non bullying
341,nobody care whore,neutral,0.0,non bullying
342,protected wall people gun 'maybe hasbeen nobody care,neutral,0.0,non bullying
343,nobody care anymore 'you stopped fighter ago conormcgregor boxing clown punk,neutral,0.0,non bullying
344,nigger gyal u get text,neutral,0.0,non bullying
345,take white woman go nigger,neutral,0.0,non bullying
346,nigger,neutral,0.0,non bullying
347,fag,neutral,0.0,non bullying
348,pull rape fag bmw. drive fag,neutral,0.0,non bullying
349,seedy sneedy punch pocs also going hell fag,neutral,0.0,non bullying
350,stage realising accepting white inferior fag mistress invite sir mate yo,neutral,0.0,non bullying
351,vin diesel closet fag know rock worried made money one yea,neutral,0.0,non bullying
352,grubby cunt 'there line crossed steve smith,neutral,0.0,non bullying
353,ingrahamangle short fat slut..,neutral,0.0,non bullying
354,jimmykimmel figure asshole like would insult woman like mr trump. jerkoff are. libtard..,neutral,0.0,non bullying
355,fuck lady libtard asshole like ruining country. instead helping secure board,neutral,0.0,non bullying
356,race baiting libtard jackwagon..,neutral,0.0,non bullying
357,wont get anyone challenge. snowflake libtard ton graphic done,neutral,0.0,non bullying
358,follow libtard muslim ate involved blm 3 er,neutral,0.0,non bullying
359,.omg poc wearing fugly blue contact 2018. please make stop,neutral,0.0,non bullying
360,.am one think justin bieber fugly af,neutral,0.0,non bullying
361,carry fugly lookin unwanted people,neutral,0.0,non bullying
362,one want see fugly 3t bike,neutral,0.0,non bullying
363,everyone else line except got debut together gad wear fugly purple,neutral,0.0,non bullying
364,fell didnt ya xd phonecalltrick,neutral,0.0,non bullying
365,fugly alright starting get headache,neutral,0.0,non bullying
366,fugly two henny ..,neutral,0.0,non bullying
367,king show,neutral,0.0,non bullying
368,fugly,neutral,0.0,non bullying
369,.fugly as,neutral,0.0,non bullying
370,.today fatish fugly,neutral,0.0,non bullying
371,.is fugly curse word,neutral,0.0,non bullying
372,damn fugly,neutral,0.0,non bullying
373,fugly today buddy,neutral,0.0,non bullying
374,.whenever see photo girl wt snapchat heart filter take admission gulit fugly,neutral,0.0,non bullying
375,tweaking libruls definitely includes wearing something fugly..,neutral,0.0,non bullying
376,youtuber disgusses fugly movie sake criticism movie director find ou,neutral,0.0,non bullying
377,look like moon-pie search chin fugly,neutral,0.0,non bullying
378,fugly like here header sort match icon anyone want vote xukun zhengti,neutral,0.0,non bullying
379,insult kim fugly af,neutral,0.0,non bullying
380,person hero u,neutral,0.0,non bullying
381,.omg poc wearing fugly blue contact 2018. please make stop,neutral,0.0,non bullying
382,.am one think justin bieber fugly af,neutral,0.0,non bullying
383,carry fugly lookin unwanted people,neutral,0.0,non bullying
384,one want see fugly 3t bike,neutral,0.0,non bullying
385,everyone else line except got debut together gad wear fugly purple,neutral,0.0,non bullying
386,fell didnt ya xd phonecalltrick,neutral,0.0,non bullying
387,fugly alright starting get headache,neutral,0.0,non bullying
388,fugly two henny ..,neutral,0.0,non bullying
389,king show,neutral,0.0,non bullying
390,fugly,neutral,0.0,non bullying
391,.fugly as,neutral,0.0,non bullying
392,.today fatish fugly,neutral,0.0,non bullying
393,.is fugly curse word,neutral,0.0,non bullying
394,damn fugly,neutral,0.0,non bullying
395,fugly today buddy,neutral,0.0,non bullying
396,.whenever see photo girl wt snapchat heart filter take admission gulit fugly,neutral,0.0,non bullying
397,tweaking libruls definitely includes wearing something fugly..,neutral,0.0,non bullying
398,youtuber disgusses fugly movie sake criticism movie director find ou,neutral,0.0,non bullying
399,look like moon-pie search chin fugly,neutral,0.0,non bullying
400,fugly like here header sort match icon anyone want vote xukun zhengti,neutral,0.0,non bullying
401,insult kim fugly af,neutral,0.0,non bullying
402,person hero u,neutral,0.0,non bullying
403,.all bitch fugly smoking dope like junky,neutral,0.0,non bullying
404,stock market manipulation hand 1 twitter dumbass allowed happen country 'millions 40,neutral,0.0,non bullying
405,.i biggest dumbass ever meet,neutral,0.0,non bullying
406,.sometimes man got ta scooby dooby doo uhhh man dog dumbass le,neutral,0.0,non bullying
407,.tweedle dee amp tweedle dumbass,neutral,0.0,non bullying
408,..4billybob2 .selfimposedxile .1nomore1 .chrislutolf .msemmapeele .marion.arual .vettingbernie .flipitdem,neutral,0.0,non bullying
409,.dumbass vbitvhes,neutral,0.0,non bullying
410,also next time dumbass,neutral,0.0,non bullying
411,.this dumbass 'almost every book ever read introduced ci boy 'warriors cirque du freak artemis f,neutral,0.0,non bullying
412,dumbass processed nipple piercing dkfjkd,neutral,0.0,non bullying
413,'m dumbass,neutral,0.0,non bullying
414,bwahahaaa 'dumbass oklahoma gop lawmaker say 25 percent teacher protestors paid actor bussed chicago h,neutral,0.0,non bullying
415,abortion murder killing woman get abortion not..,neutral,0.0,non bullying
416,dumbass one word..,neutral,0.0,non bullying
417,.this dumbass,neutral,0.0,non bullying
418,.if try textile class work imma look like dumbass,neutral,0.0,non bullying
419,realdonaldtrump dumbass 'he won\'t ask 'he order according constitu,neutral,0.0,non bullying
420,idea like 100 october 99 post idolshit idk 'm getting dumbass clout,neutral,0.0,non bullying
421,defending white people 'all saying tweet hypocrite 'if ya dumbass would,neutral,0.0,non bullying
422,dumbass tried text bitch blocked,neutral,0.0,non bullying
423,beg stop sending hippo related news care picked dumbass identity panic employer,neutral,0.0,non bullying
424,incase understand gaslight cyber-weapons use owl logo dumbass pedo 666 shrimpdick sign,neutral,0.0,non bullying
425,dis pollen everytime step dumbass outside,neutral,0.0,non bullying
426,realdonaldtrump *muhammad ali dumbass 'you conveniently forget fathe,neutral,0.0,non bullying
427,got kidding 'have seen pic hitler roseanne 'that show obnoxious p,neutral,0.0,non bullying
428,manipulated even education 'in brazil school book used imply native,neutral,0.0,non bullying
429,pride prejudice.. zombie,neutral,0.0,non bullying
430,freedom prejudice tireless zeal avail holy endeavour mankind practice th,neutral,0.0,non bullying
431,corbyn attend anti-semitic prejudice course back school jezza,neutral,0.0,non bullying
432,buffon il assez de r f rence l pour porte plainte contre ronaldo contre harc lement sexuel pr judice moral homicide volo,neutral,0.0,non bullying
433,statement racist ignorant 'everybody equal period 'racism defined prejud,neutral,0.0,non bullying
434,.when terrorism racism bigotry prejudice hatred trade war climate change extinction specie mechanized,neutral,0.0,non bullying
435,happens openly listen bts without prejudice,neutral,0.0,non bullying
436,realdonaldtrump past trump fired anyone willing stand bullying face resistan,neutral,0.0,non bullying
437,attorney nebraska death row inmate john lotter iq low execution via .owhnews,neutral,0.0,non bullying
438,low iq statement justifying shooter statement fact,neutral,0.0,non bullying
439,realdonaldtrump yet needle d**k babble topic know nothing,neutral,0.0,non bullying
440,ideology trump human amazes,neutral,0.0,non bullying
441,another low iq tap dancing ball juggler need shut pie hole 'you clue run anything bu,neutral,0.0,non bullying
442,low iq crime 'simple,neutral,0.0,non bullying
443,.nntaleb 1 low-iq-arabists trying smear racist minority don\'t identify w/arabism clueless +not arab doesn\'t,neutral,0.0,non bullying
444,..shelteringwind .xeronius .theintercept add low iq conspiracy theorist mix,neutral,0.0,non bullying
445,think time reclaim feminism radical try diminish woman achievement conflat,neutral,0.0,non bullying
446,truly another peakterf moment trans-exclusionary radical feminist terfs scrambled delete assert,neutral,0.0,non bullying
447,maybe feminism come silence think audience appeal dif,neutral,0.0,non bullying
448,artisticfcuk art bst british summer time blue sky thought blueplanet clash titan gender equality,neutral,0.0,non bullying
449,tech medium moved unholy racist alliance basically offered left feminism economy pri,neutral,0.0,non bullying
450,man dp broke porkistan two showed,neutral,0.0,non bullying
451,man dp broke porkistan two showed,neutral,0.0,non bullying
452,goatfucker,neutral,0.0,non bullying
453,he goatfucker,neutral,0.0,non bullying
454,.goatfucker,neutral,0.0,non bullying
455,.get mention goatfucker..,neutral,0.0,non bullying
456,never bombing kill name god.. goatfucker,neutral,0.0,non bullying
457,guy called sitting supreme court justice goatfucker michelle obama marxist harpy,neutral,0.0,non bullying
458,phil say goatfuckers international 12:32 knowing derogatory term used towa,neutral,0.0,non bullying
459,none keep prostitute female sex slave pedo goatfucker muham-head,neutral,0.0,non bullying
460,.look english goatfucker work u company..,neutral,0.0,non bullying
461,.i made goatfucker pigfucker..,neutral,0.0,non bullying
462,.the goatfucker made book notislamophobic,neutral,0.0,non bullying
463,ai bro swear .g00dgirlsteph got ta watch 'she found grandpa f,neutral,0.0,non bullying
464,'m going watch weebo reference motherfucking big screen get anything maybe ev,neutral,0.0,non bullying
465,realdonaldtrump stop yelling..,neutral,0.0,non bullying
466,legacy league nigga junbay league,neutral,0.0,non bullying
467,well hello kote218,neutral,0.0,non bullying
468,.honest answer discern white christian murderous kkk white supremacist/nazi terrorist dis,neutral,0.0,non bullying
469,.4 5 april 1944 alma ro austrian violinist jewish descent niece gustav mahler died germ,neutral,0.0,non bullying
470,hopefully showed nazi friend build bomb way did..,neutral,0.0,non bullying
471,get flack using term genocide holocaust nazi-ism write cda genocidal history tow,neutral,0.0,non bullying
472,every potential employer google douglas mackey see nazi 'anyone hire pub,neutral,0.0,non bullying
473,..jakehighwell .keque.mage virtually every republican running office decade called nazi l,neutral,0.0,non bullying
474,guy douglas mackey 28 went middlebury son lobbyist scott mackey life manhattan 'he nazi hug,neutral,0.0,non bullying
475,whoa whoa whoa don\'t call guy want execute million people nazi,neutral,0.0,non bullying
476,hitler enact gun ban nazi germany 'in fact opposite 'how,neutral,0.0,non bullying
477,2018 white supremacist amp white supremacist sympathizer represent republican ballot arizona illinois,neutral,0.0,non bullying
478,rakitic bossing kroos 2 time season god know long apparently lucho turning overhyp,neutral,0.0,non bullying
479,theellenshow .kamalaharris well time boycott show sponsor 'it bite everyone need held,neutral,0.0,non bullying
480,.why grammar nazi 'if one thing take pride education,neutral,0.0,non bullying
481,ricky vaughn reached million people normalizing fringe idea cited one influential figure,neutral,0.0,non bullying
482,hmmmmmm let review group violently suppresses free speech fit rhetoric 'riots ca,neutral,0.0,non bullying
483,million normy\ say hmmm don\'t look like nazi boogy men 'these,neutral,0.0,non bullying
484,pentagon gave 70 million porton uk last decade chemical amp biological weapon project '122,neutral,0.0,non bullying
485,internet biggest nazi website facing financial meltdown stormfront daily stormer day might,neutral,0.0,non bullying
486,fxck expel russian year ago 'and grandfather nazi something tried hide 'russian,neutral,0.0,non bullying
487,fbi raid home connected crazed nazi larper jordan jereb man claimed parkland shooter nikolas cruz trained,neutral,0.0,non bullying
488,george soros trying eradicate israel identity 'george soros also member nazi youth 'now,neutral,0.0,non bullying
489,family skeleton closet 'we nazi flag attic..,neutral,0.0,non bullying
490,jew nazi-occupied czechoslovakia ordered assemble synagogue census 'in fact germa,neutral,0.0,non bullying
491,senmajldr worried hope hold senate either way lyin ryan,neutral,0.0,non bullying
492,sent snap asscheek facing mirror bathroom nude like finally..,neutral,0.0,non bullying
493,.fuck yeah snowing april 'my train car smell like vagrant piss 'johnny hagans gone need,neutral,0.0,non bullying
494,.moodys investor service moody assigns initial aa3 rating russell county public library district ky series,neutral,0.0,non bullying
495,ky wonder support oder since putting anthro soon removed tix cause care money ky,neutral,0.0,non bullying
496,.you know people think know everything try input say yea disregard ky,neutral,0.0,non bullying
497,snitch ky,neutral,0.0,non bullying
498,ky childhood playing rock,neutral,0.0,non bullying
499,.honestly assed photography ky,neutral,0.0,non bullying
500,boot hitting clitty euphoric close 'll get physical contact everyone meet glasgow,neutral,0.0,non bullying
501,.anyone uk phone help accept total loser pay keep awake make mo,neutral,0.0,non bullying
502,realdonaldtrump said mexico nothing stop stream immigrant 'now .potus donthecon story,neutral,0.0,non bullying
503,teamkhabib group people throwing chair bike rack regardless,neutral,0.0,non bullying
504,khabib 20 russian travel alone 'these tra,neutral,0.0,non bullying
505,.the girl quoting man never leave house wearing girl tweet man ca,neutral,0.0,non bullying
506,could even get england give permission pussy cat 'd say constituent annan shafted jo,neutral,0.0,non bullying
507,.why everyone pussy situation 'mcgregor threw something window detona,neutral,0.0,non bullying
508,iwan numerous cast member also said asshole outside 'guess ju,neutral,0.0,non bullying
509,'ve reread thread began hope come understand dis,neutral,0.0,non bullying
510,.not resting bitch face,neutral,0.0,non bullying
511,hell 'what justice loya godhra tadipar amit shah 'suhel,neutral,0.0,non bullying
512,.hillaryclinton make feel like bigger person insult others think probably b,neutral,0.0,non bullying
513,ever call poppy bitch mario,neutral,0.0,non bullying
514,khabib crew try jump .thenotoriousmma guy .rushammermma yesterday 'conor grab 20 buddy jump,neutral,0.0,non bullying
515,short nigger like yall man,neutral,0.0,non bullying
516,boyfriend phone died texted homeboy phone let know tell goodnight 'his,neutral,0.0,non bullying
517,defend someone saying nigger racist go hell,neutral,0.0,non bullying
518,nigger got as whipped kurt angle,neutral,0.0,non bullying
519,stack 'm bitch stripper pole brick nigger whip,neutral,0.0,non bullying
520,punch nigger,neutral,0.0,non bullying
521,.i got problem u man need u man see u man around white bitch,neutral,0.0,non bullying
522,feel rdj blackface tropic thunder honorary nigger 'he everyone thinking blac,neutral,0.0,non bullying
523,.imagine say side nigger,neutral,0.0,non bullying
524,.bgbiskite .edubesq .jollygood.fella .thedopestdavid .theroot white lawyer think called,neutral,0.0,non bullying
525,..5ile nigger,neutral,0.0,non bullying
526,.record beat nigger,neutral,0.0,non bullying
527,.well predicted happened amp got called fag,neutral,0.0,non bullying
528,.fattydaddy7 flashback august 1989 hamburg germany hooker pull shirt head hockey fight,neutral,0.0,non bullying
529,.what sissy massage ..like dream retweet want tgirl tranny transgender sissy fag,neutral,0.0,non bullying
530,..bbcpointswest well shut pouring tub coco fag hanging mouth dread think ot,neutral,0.0,non bullying
531,thought still id 'd aroace worried bc someone us,neutral,0.0,non bullying
532,fag break girl got girl got see '.brightond,neutral,0.0,non bullying
533,.lunch gym amp even fag today amp kirsty done her..,neutral,0.0,non bullying
534,realdonaldtrump need know another po brown like yo,neutral,0.0,non bullying
535,big difference libtard leftist/liberal 'if viewpoint opposes mine,neutral,0.0,non bullying
536,assuming looking different answer committ,neutral,0.0,non bullying
537,different opinion 'you think ignorant libtard,neutral,0.0,non bullying
538,quit limiting account without explanation 'you censoring justification,neutral,0.0,non bullying
539,think someone called someone f word libtard ahole sh,neutral,0.0,non bullying
540,'re traitor country hope trump sends troop,neutral,0.0,non bullying
541,spin attempt salvaging elsction hope anything else,neutral,0.0,non bullying
542,girl nastiest skank bitch 've ever met 'do trust 'she fugly slut,neutral,0.0,non bullying
543,fugly po,neutral,0.0,non bullying
544,oh know 'that guy dick 'people nashville pissed ole boy since fugly,neutral,0.0,non bullying
545,gawd.. lisa fugly,neutral,0.0,non bullying
546,.fuck bitch keep picture fugly ashley wilkes want vomit,neutral,0.0,non bullying
547,uhhh fugly,neutral,0.0,non bullying
548,.what weather like india muslim personal law board fugly maulanas..,neutral,0.0,non bullying
549,fugly pelican,neutral,0.0,non bullying
550,bitch fugly smoking dope like junky \u0001f92a,neutral,0.0,non bullying
551,gone fight see,neutral,0.0,non bullying
552,quote tweet dumbass,neutral,0.0,non bullying
553,dumbass unreal man,neutral,0.0,non bullying
554,called tomb raider dumbass..,neutral,0.0,non bullying
555,..dloesch human homo sapians 'could rather specimen dumbass bitcheness,neutral,0.0,non bullying
556,.such dumbass bitch,neutral,0.0,non bullying
557,hence thats say next five day dumbass,neutral,0.0,non bullying
558,.dumbass dodie..,neutral,0.0,non bullying
559,threat dumbass,neutral,0.0,non bullying
560,.hey 'this guy smell like canadian joke dumbass snowflake,neutral,0.0,non bullying
561,check date dumbass,neutral,0.0,non bullying
562,used r word trying tell im uneducated im wheezing leave dumbass im argument,neutral,0.0,non bullying
563,height dumbass,neutral,0.0,non bullying
564,doubt bloke life britain.. guess make prejudice cunt,neutral,0.0,non bullying
565,.fascism based petty bourgeois class prejudice directed working class filth class petty bourgeois,neutral,0.0,non bullying
566,attorney brandon teena murderer iq low execute,neutral,0.0,non bullying
567,realdonaldtrump judge stench low iq dildo mouth..,neutral,0.0,non bullying
568,another low iq trumpster,neutral,0.0,non bullying
569,bet white veiled one low iq slut convert..,neutral,0.0,non bullying
570,maxine water ultimate low iq collection tfnoriginal via .youtube,neutral,0.0,non bullying
571,.because number low iq chap even country peddling trash 'without fact building another fa,neutral,0.0,non bullying
572,1 low-iq-arabists trying smear racist minority don\'t identify w/arabism clueless +not ar,neutral,0.0,non bullying
573,enjoy new smyrna beach..full seaweed shallow fugly green water shark nothing comp,neutral,0.0007575757575757625,non bullying
574,enjoy new smyrna beach..full seaweed shallow fugly green water shark nothing comp,neutral,0.0007575757575757625,non bullying
